"gene_symbol","gene_id","chromosome","gene_entrez_id","gene_name"
"1700034J05Rik",500715752,"6",73344,"RIKEN cDNA 1700034J05 gene"
"1700034K08Rik",500723414,"9",78349,"RIKEN cDNA 1700034K08 gene"
"1700034O15Rik",500713762,"6",76606,"RIKEN cDNA 1700034O15 gene"
"1700034P13Rik",500699739,"1",73331,"RIKEN cDNA 1700034P13 gene"
"1700036G14Rik",500706738,"3",73283,"RIKEN cDNA 1700036G14 gene"
"1700037C18Rik",500736847,"16",73261,"RIKEN cDNA 1700037C18 gene"
"1700037H04Rik",500704750,"2",67326,"RIKEN cDNA 1700037H04 gene"
"1700039E15Rik",500717461,"7",76713,"RIKEN cDNA 1700039E15 gene"
"1700039E22Rik",500742519,"19",73322,"RIKEN cDNA 1700039E22 gene"
"1700039I01Rik",500700414,"1",73346,"RIKEN cDNA 1700039I01 gene"
"1700039M10Rik",500734382,"14",67518,"RIKEN cDNA 1700039M10 gene"
"1700040D17Rik",500707060,"3",76602,"RIKEN cDNA 1700040D17 gene"
"1700040F15Rik",500745320,"Y",73329,"RIKEN cDNA 1700040F15 gene"
"1700040L02Rik",500724900,"10",73287,"RIKEN cDNA 1700040L02 gene"
"1700041A01Rik",500711757,"5",73312,"RIKEN cDNA 1700041A01 gene"
"1700041B01Rik",500736073,"15",78623,"RIKEN cDNA 1700041B01 gene"
"1700041C23Rik",500722787,"9",67319,"RIKEN cDNA 1700041C23 gene"
"1700041M19Rik",500737881,"16",76601,"RIKEN cDNA 1700041M19 gene"
"1700042B14Rik",500744910,"X",73347,"RIKEN cDNA 1700042B14 gene"
"1700042G07Rik",500709516,"4",67323,"RIKEN cDNA 1700042G07 gene"
"1700042G15Rik",500708794,"4",73349,"RIKEN cDNA 1700042G15 gene"
"1700042O10Rik",500726366,"11",73321,"RIKEN cDNA 1700042O10 gene"
"1700044C05Rik",500735104,"14",73306,"RIKEN cDNA 1700044C05 gene"
"1700044K03Rik",500740933,"18",67321,"RIKEN cDNA 1700044K03 gene"
"1700045H11Rik",500710546,"4",73348,"RIKEN cDNA 1700045H11 gene"
"1700046C09Rik",500726379,"11",73307,"RIKEN cDNA 1700046C09 gene"
"1700047A11Rik",500720017,"8",76604,"RIKEN cDNA 1700047A11 gene"
"1700047E10Rik",500733767,"14",74328,"RIKEN cDNA 1700047E10 gene"
"1700047G03Rik",500735310,"15",73339,"RIKEN cDNA 1700047G03 gene"
"1700047I17Rik2",500729642,"12",100101807,"RIKEN cDNA 1700047I17 gene 2"
"1700047L14Rik",500712161,"5",73295,"RIKEN cDNA 1700047L14 gene"
"1700047M11Rik",500702121,"1",67330,"RIKEN cDNA 1700047M11 gene"
"1700048B10Rik",500731881,"13",73465,"RIKEN cDNA 1700048B10 gene"
"1700048F04Rik",500712633,"5",73396,"RIKEN cDNA 1700048F04 gene"
"1700048M11Rik",500738101,"16",100503166,"RIKEN cDNA 1700048M11 gene"
"1700048O14Rik",500742165,"19",73433,"RIKEN cDNA 1700048O14 gene"
"1700048O20Rik",500724020,"9",69430,"RIKEN cDNA 1700048O20 gene"
"1700049E15Rik",500715766,"6",100039727,"RIKEN cDNA 1700049E15 gene"
"1700049E17Rik1",500733696,"14",666214,"RIKEN cDNA 1700049E17 gene, gene 1"
"1700049E17Rik2",500733688,"14",100041722,"tandem duplication of RIKEN cDNA 1700049E17 gene, gene 2"
"1700049E22Rik",500714922,"6",73395,"RIKEN cDNA 1700049E22 gene"
"1700049G17Rik",500716828,"7",73430,"RIKEN cDNA 1700049G17 gene"
"1700049J03Rik",500738860,"17",73365,"RIKEN cDNA 1700049J03 gene"
"1700049L16Rik",500724959,"10",108950,"RIKEN cDNA 1700049L16 gene"
"1700051A21Rik",500727500,"11",73366,"RIKEN cDNA 1700051A21 gene"
"1700052H01Rik",500706276,"3",73462,"RIKEN cDNA 1700052H01 gene"
"1700052I22Rik",500729990,"12",67340,"RIKEN cDNA 1700052I22 gene"
"1700052K11Rik",500728548,"11",73431,"RIKEN cDNA 1700052K11 gene"
"1700052N19Rik",500724113,"10",73419,"RIKEN cDNA 1700052N19 gene"
"1700054A03Rik",500742636,"19",78457,"RIKEN cDNA 1700054A03 gene"
"1700054K19Rik",500714989,"6",67336,"RIKEN cDNA 1700054K19 gene"
"1700054M17Rik",500704419,"2",73358,"RIKEN cDNA 1700054M17 gene"
"1700054O19Rik",500733430,"14",74272,"RIKEN cDNA 1700054O19 gene"
"1700055C04Rik",500722956,"9",73397,"RIKEN cDNA 1700055C04 gene"
"1700055D18Rik",500708609,"4",73405,"RIKEN cDNA 1700055D18 gene"
"1700055N04Rik",500741525,"19",73458,"RIKEN cDNA 1700055N04 gene"
"1700056E22Rik",500702147,"1",73363,"RIKEN cDNA 1700056E22 gene"
"1700057G04Rik",500723406,"9",78459,"RIKEN cDNA 1700057G04 gene"
"1700057H15Rik",500709750,"4",78460,"RIKEN cDNA 1700057H15 gene"
"1700057H21Rik",500703237,"2",73375,"RIKEN cDNA 1700057H21 gene"
"1700058M13Rik",500731921,"13",73423,"RIKEN cDNA 1700058M13 gene"
"1700060C16Rik",500715696,"6",73425,"RIKEN cDNA 1700060C16 gene"
"1700060C20Rik",500705282,"2",73399,"RIKEN cDNA 1700060C20 gene"
"1700060L04Rik",500715255,"6",73378,"RIKEN cDNA 1700060L04 gene"
"1700060O08Rik",500729610,"12",67335,"RIKEN cDNA 1700060O08 gene"
"1700061F12Rik",500702418,"2",73438,"RIKEN cDNA 1700061F12 gene"
"1700061G19Rik",500739782,"17",78625,"RIKEN cDNA 1700061G19 gene"
"1700061I17Rik",500707547,"3",433646,"RIKEN cDNA 1700061I17 gene"
"1700061J23Rik",500726489,"11",76993,"RIKEN cDNA 1700061J23 gene"
"1700062C10Rik",500733271,"14",73440,"RIKEN cDNA 1700062C10 gene"
"1700063A18Rik",500700976,"1",73454,"RIKEN cDNA 1700063A18 gene"
"1700063D05Rik",500722442,"9",78500,"RIKEN cDNA 1700063D05 gene"
"1700063H04Rik",500715200,"6",74269,"RIKEN cDNA 1700063H04 gene"
"1700063O14Rik",500711813,"5",73452,"RIKEN cDNA 1700063O14 gene"
"1700064F23Rik",500721346,"8",73437,"RIKEN cDNA 1700064F23 gene"
"1700064J06Rik",500725858,"10",73400,"RIKEN cDNA 1700064J06 gene"
"1700064M15Rik",500730291,"12",73457,"RIKEN cDNA 1700064M15 gene"
"1700065D16Rik",500723445,"9",73410,"RIKEN cDNA 1700065D16 gene"
"1700065I16Rik",500735777,"15",78462,"RIKEN cDNA 1700065I16 gene"
"1700065J11Rik",500713598,"6",73409,"RIKEN cDNA 1700065J11 gene"
"1700065J18Rik",500702297,"1",73455,"RIKEN cDNA 1700065J18 gene"
"1700065L07Rik",500714495,"6",73408,"RIKEN cDNA 1700065L07 gene"
"1700065O20Rik",500740937,"18",76609,"RIKEN cDNA 1700065O20 gene"
"1700066B17Rik",500700099,"1",73426,"RIKEN cDNA 1700066B17 gene"
"1700066B19Rik",500740658,"18",73449,"RIKEN cDNA 1700066B19 gene"
"1700066C05Rik",500737907,"16",78654,"RIKEN cDNA 1700066C05 gene"
"1700066J03Rik",500732048,"13",67339,"RIKEN cDNA 1700066J03 gene"
"1700066M21Rik",500700305,"1",73467,"RIKEN cDNA 1700066M21 gene"
"1700066N21Rik",500711746,"5",73471,"RIKEN cDNA 1700066N21 gene"
"1700066O22Rik",500741033,"18",74916,"RIKEN cDNA 1700066O22 gene"
"1700067G17Rik",500700841,"1",73475,"RIKEN cDNA 1700067G17 gene"
"1700067K01Rik",500720828,"8",73453,"RIKEN cDNA 1700067K01 gene"
"1700067P10Rik",500739621,"17",68224,"RIKEN cDNA 1700067P10 gene"
"1700069L16Rik",500712292,"5",381707,"RIKEN cDNA 1700069L16 gene"
"1700069P05Rik",500715125,"6",73531,"RIKEN cDNA 1700069P05 gene"
"1700071G01Rik",500711587,"5",73485,"RIKEN cDNA 1700071G01 gene"
"1700071K01Rik",500727804,"11",237880,"RIKEN cDNA 1700071K01 gene"
"1700071M16Rik",500739489,"17",73504,"RIKEN cDNA 1700071M16 gene"
"1700072B07Rik",500722833,"9",73529,"RIKEN cDNA 1700072B07 gene"
"1700072I22Rik",500728513,"11",78629,"RIKEN cDNA 1700072I22 gene"
"1700072O05Rik",500715166,"6",73505,"RIKEN cDNA 1700072O05 gene"
"1700073E17Rik",500715722,"6",381827,"RIKEN cDNA 1700073E17 gene"
"1700074H08Rik",500733023,"13",73480,"RIKEN cDNA 1700074H08 gene"
"1700074P13Rik",500713687,"6",73481,"RIKEN cDNA 1700074P13 gene"
"1700080E11Rik",500723597,"9",73532,"RIKEN cDNA 1700080E11 gene"
"1700080G11Rik",500709845,"4",73488,"RIKEN cDNA 1700080G11 gene"
"1700080G18Rik",500713502,"6",73533,"RIKEN cDNA 1700080G18 gene"
"1700080N15Rik",500702357,"2",73489,"RIKEN cDNA 1700080N15 gene"
"1700080O16Rik",500743486,"X",74279,"RIKEN cDNA 1700080O16 gene"
"1700081B01Rik",500712638,"5",73500,"RIKEN cDNA 1700081B01 gene"
"1700081H04Rik",500712438,"5",73477,"RIKEN cDNA 1700081H04 gene"
"1700083H02Rik",500729833,"12",67348,"RIKEN cDNA 1700083H02 gene"
"1700084C01Rik",500701830,"1",78465,"RIKEN cDNA 1700084C01 gene"
"1700084D21Rik",500732956,"13",76720,"RIKEN cDNA 1700084D21 gene"
"1700084E18Rik",500702894,"2",67350,"RIKEN cDNA 1700084E18 gene"
"1700084F23Rik",500732379,"13",74280,"RIKEN cDNA 1700084F23 gene"
"1700084J12Rik",500735446,"15",73486,"RIKEN cDNA 1700084J12 gene"
"1700084M14Rik",500744045,"X",73487,"RIKEN cDNA 1700084M14 gene"
"1700085C21Rik",500730023,"12",74283,"RIKEN cDNA 1700085C21 gene"
"1700086D15Rik",500727264,"11",74282,"RIKEN cDNA 1700086D15 gene"
"1700086L19Rik",500729884,"12",74284,"RIKEN cDNA 1700086L19 gene"
"1700086O06Rik",500740788,"18",73516,"RIKEN cDNA 1700086O06 gene"
"1700086P04Rik",500709871,"4",67349,"RIKEN cDNA 1700086P04 gene"
"1700087I21Rik",500734976,"14",76619,"RIKEN cDNA 1700087I21 gene"
"1700087M22Rik",500733516,"14",78467,"RIKEN cDNA 1700087M22 gene"
"1700088E04Rik",500736100,"15",27660,"RIKEN cDNA 1700088E04 gene"
"1700091H14Rik",500733699,"14",73553,"RIKEN cDNA 1700091H14 gene"
"1700092C02Rik",500720720,"8",67357,"RIKEN cDNA 1700092C02 gene"
"1700092C10Rik",500734627,"14",73554,"RIKEN cDNA 1700092C10 gene"
"1700092E19Rik",500731450,"13",73576,"RIKEN cDNA 1700092E19 gene"
"1700092K14Rik",500728695,"11",73536,"RIKEN cDNA 1700092K14 gene"
"1700092M07Rik",500741782,"19",74307,"RIKEN cDNA 1700092M07 gene"
"1700093K21Rik",500726494,"11",67358,"RIKEN cDNA 1700093K21 gene"
"1700094D03Rik",500706910,"3",73545,"RIKEN cDNA 1700094D03 gene"
"1700094J05Rik",500725030,"10",67523,"RIKEN cDNA 1700094J05 gene"
"1700094M23Rik",500708021,"3",73579,"RIKEN cDNA 1700094M23 gene"
"1700094M24Rik",500714011,"6",74304,"RIKEN cDNA 1700094M24 gene"
"1700095A13Rik",500741431,"18",76995,"RIKEN cDNA 1700095A13 gene"
"1700095A21Rik",500710418,"4",67524,"RIKEN cDNA 1700095A21 gene"
"1700095B10Rik",500712274,"5",67360,"RIKEN cDNA 1700095B10 gene"
"1700095J12Rik",500710163,"4",73563,"RIKEN cDNA 1700095J12 gene"
"1700096J18Rik",500728635,"11",67927,"RIKEN cDNA 1700096J18 gene"
"1700096K18Rik",500711019,"5",73571,"RIKEN cDNA 1700096K18 gene"
"1700096P03Rik",500720953,"8",73557,"RIKEN cDNA 1700096P03 gene"
"1700097N02Rik",500738988,"17",67522,"RIKEN cDNA 1700097N02 gene"
"1700099I09Rik",500732807,"13",76624,"RIKEN cDNA 1700099I09 gene"
"1700100I10Rik",500735070,"14",74982,"RIKEN cDNA 1700100I10 gene"
"1700100L14Rik",500732384,"13",73584,"RIKEN cDNA 1700100L14 gene"
"1700101E01Rik",500702856,"2",329375,"RIKEN cDNA 1700101E01 gene"
"1700101G07Rik",500705547,"2",619302,"RIKEN cDNA 1700101G07 gene"
"1700101I11Rik",500715441,"6",100504641,"RIKEN cDNA 1700101I11 gene"
"1700101O22Rik",500729061,"12",73575,"RIKEN cDNA 1700101O22 gene"
"1700102H20Rik",500738217,"17",68230,"RIKEN cDNA 1700102H20 gene"
"1700102J08Rik",500719172,"7",74290,"RIKEN cDNA 1700102J08 gene"
"1700102P08Rik",500723707,"9",112418,"RIKEN cDNA 1700102P08 gene"
"1700104L18Rik",500729614,"12",73592,"RIKEN cDNA 1700104L18 gene"
"1700105P06Rik",500741743,"19",654802,"RIKEN cDNA 1700105P06 gene"
"1700106J16Rik",500727991,"11",74297,"RIKEN cDNA 1700106J16 gene"
"1700108F19Rik",500734796,"14",73272,"RIKEN cDNA 1700108F19 gene"
"1700108J01Rik",500735161,"14",68245,"RIKEN cDNA 1700108J01 gene"
"1700108N06Rik",500710816,"5",73560,"RIKEN cDNA 1700108N06 gene"
"1700109G14Rik",500734448,"14",67355,"RIKEN cDNA 1700109G14 gene"
"1700109G15Rik",500727890,"11",78471,"RIKEN cDNA 1700109G15 gene"
"1700109H08Rik",500710713,"5",77036,"RIKEN cDNA 1700109H08 gene"
"1700109I08Rik",500733663,"14",73591,"RIKEN cDNA 1700109I08 gene"
"1700109K24Rik",500736016,"15",74303,"RIKEN cDNA 1700109K24 gene"
"1700110C19Rik",500738339,"17",76634,"RIKEN cDNA 1700110C19 gene"
"1700110I01Rik",500733063,"14",73549,"RIKEN cDNA 1700110I01 gene"
"1700110I07Rik",500717246,"7",77001,"RIKEN cDNA 1700110I07 gene"
"1700110K17Rik",500722421,"9",73558,"RIKEN cDNA 1700110K17 gene"
"1700111N16Rik",500743725,"X",74305,"RIKEN cDNA 1700111N16 gene"
"1700112D23Rik",500706086,"3",73611,"RIKEN cDNA 1700112D23 gene"
"1700112E06Rik",500733379,"14",76633,"RIKEN cDNA 1700112E06 gene"
"1700112H04Rik",500719390,"7",78470,"RIKEN cDNA 1700112H04 gene"
"1700112H15Rik",500702151,"1",73590,"RIKEN cDNA 1700112H15 gene"
"1700112J05Rik",500711660,"5",68246,"RIKEN cDNA 1700112J05 gene"
"1700112J16Rik",500717821,"7",76628,"RIKEN cDNA 1700112J16 gene"
"1700112K13Rik",500709849,"4",73596,"RIKEN cDNA 1700112K13 gene"
"1700112N08Rik",500712519,"5",73593,"RIKEN cDNA 1700112N08 gene"
"1700113A16Rik",500706810,"3",76642,"RIKEN cDNA 1700113A16 gene"
"1700113B09Rik",500724942,"10",78638,"RIKEN cDNA 1700113B09 gene"
"1700113H08Rik",500725435,"10",76640,"RIKEN cDNA 1700113H08 gene"
"1700116B05Rik",500737678,"16",78639,"RIKEN cDNA 1700116B05 gene"
"1700116H05Rik",500740202,"17",73622,"RIKEN cDNA 1700116H05 gene"
"1700119H24Rik",500737451,"16",76649,"RIKEN cDNA 1700119H24 gene"
"1700120C14Rik",500736626,"15",73600,"RIKEN cDNA 1700120C14 gene"
"1700120E14Rik",500741298,"18",73606,"RIKEN cDNA 1700120E14 gene"
"1700120G07Rik",500719264,"7",74314,"RIKEN cDNA 1700120G07 gene"
"1700120K04Rik",500719104,"7",68232,"RIKEN cDNA 1700120K04 gene"
"1700121L16Rik",500744291,"X",76643,"RIKEN cDNA 1700121L16 gene"
"1700121N20Rik",500730452,"12",76639,"RIKEN cDNA 1700121N20 gene"
"1700122C19Rik",500742344,"19",78640,"RIKEN cDNA 1700122C19 gene"
"1700122E12Rik",500720873,"8",73619,"RIKEN cDNA 1700122E12 gene"
"1700122H20Rik",500738279,"17",73617,"RIKEN cDNA 1700122H20 gene"
"1700122O11Rik",500739617,"17",76651,"RIKEN cDNA 1700122O11 gene"
"1700123I01Rik",500741685,"19",622554,"RIKEN cDNA 1700123I01 gene"
"1700123J17Rik",500719012,"7",76728,"RIKEN cDNA 1700123J17 gene"
"1700123K08Rik",500712906,"5",76658,"RIKEN cDNA 1700123K08 gene"
"1700123L14Rik",500714872,"6",78482,"RIKEN cDNA 1700123L14 gene"
"1700123M08Rik",500708203,"4",100503636,"RIKEN cDNA 1700123M08 gene"
"1700123O12Rik",500708168,"4",73624,"RIKEN cDNA 1700123O12 gene"
"1700123O20Rik",500734251,"14",58248,"RIKEN cDNA 1700123O20 gene"
"1700123O21Rik",500736902,"16",68238,"RIKEN cDNA 1700123O21 gene"
"1700124L16Rik",500714605,"6",67934,"RIKEN cDNA 1700124L16 gene"
"1700124M09Rik",500724249,"10",73605,"RIKEN cDNA 1700124M09 gene"
"1700125G02Rik",500709771,"4",73628,"RIKEN cDNA 1700125G02 gene"
"1700125G22Rik",500706065,"3",76657,"RIKEN cDNA 1700125G22 gene"
"1700125H03Rik",500720490,"8",73609,"RIKEN cDNA 1700125H03 gene"
"1700125H20Rik",500727906,"11",73634,"RIKEN cDNA 1700125H20 gene"
"1700126H18Rik",500711527,"5",73639,"RIKEN cDNA 1700126H18 gene"
"1700128A07Rik",500735019,"14",73631,"RIKEN cDNA 1700128A07 gene"
"1700128E19Rik",500719689,"8",73618,"RIKEN cDNA 1700128E19 gene"
"1700128F08Rik",500721831,"9",76669,"RIKEN cDNA 1700128F08 gene"
"1700129C05Rik",500734402,"14",67932,"RIKEN cDNA 1700129C05 gene"
"1810006J02Rik",500700999,"1",69030,"RIKEN cDNA 1810006J02 gene"
"1810007C17Rik",500729563,"12",69054,"RIKEN cDNA 1810007C17 gene"
"1810007D17Rik",500742731,"19",69055,"RIKEN cDNA 1810007D17 gene"
"1810008I18Rik",500717802,"7",100503969,"RIKEN cDNA 1810008I18 gene"
"1810009A15Rik",500741803,"19",66276,"RIKEN cDNA 1810009A15 gene"
"1810009J06Rik",500713689,"6",73626,"RIKEN cDNA 1810009J06 gene"
"1810010D01Rik",500719554,"7",100040049,"RIKEN cDNA 1810010D01 gene"
"1810010H24Rik",500728597,"11",69066,"RIKEN cDNA 1810010H24 gene"
"1810010K12Rik",500702612,"2",74169,"RIKEN cDNA 1810010K12 gene"
"1810011H11Rik",500733581,"14",69069,"RIKEN cDNA 1810011H11 gene"
"1810011O10Rik",500719971,"8",69068,"RIKEN cDNA 1810011O10 gene"
"1810012K08Rik",500702760,"2",69095,"RIKEN cDNA 1810012K08 gene"
"1810012K16Rik",500719929,"8",69108,"RIKEN cDNA 1810012K16 gene"
"1810013A23Rik",500738920,"17",69050,"RIKEN cDNA 1810013A23 gene"
"1810013D15Rik",500708071,"3",69042,"RIKEN cDNA 1810013D15 gene"
"1810013L24Rik",500736918,"16",69053,"RIKEN cDNA 1810013L24 gene"
"1810014B01Rik",500725426,"10",66263,"RIKEN cDNA 1810014B01 gene"
"1810018F18Rik",500742734,"19",69166,"RIKEN cDNA 1810018F18 gene"
"1810019D21Rik",500721265,"8",69771,"RIKEN cDNA 1810019D21 gene"
"1810019N24Rik",500716211,"7",69086,"RIKEN cDNA 1810019N24 gene"
"1810020O05Rik",500714712,"6",613264,"Riken cDNA 1810020O05 gene"
"1810021B22Rik",500736387,"15",69120,"RIKEN cDNA 1810021B22 gene"
"1810022K09Rik",500705965,"3",69126,"RIKEN cDNA 1810022K09 gene"
"1810024B03Rik",500704622,"2",329509,"RIKEN cDNA 1810024B03 gene"
"1810026B05Rik",500717897,"7",69170,"RIKEN cDNA 1810026B05 gene"
"1810026J23Rik",500722048,"9",69773,"RIKEN cDNA 1810026J23 gene"
"1810030O07Rik",500743018,"X",69155,"RIKEN cDNA 1810030O07 gene"
"1810032O08Rik",500728805,"11",66293,"RIKEN cDNA 1810032O08 gene"
"1810034E14Rik",500732204,"13",66503,"RIKEN cDNA 1810034E14 gene"
"1810035K13Rik",500742733,"19",78328,"RIKEN cDNA 1810035K13 gene"
"1810037I17Rik",500707628,"3",67704,"RIKEN cDNA 1810037I17 gene"
"1810041H14Rik",500735150,"14",78312,"RIKEN cDNA 1810041H14 gene"
"1810041L15Rik",500736300,"15",72301,"RIKEN cDNA 1810041L15 gene"
"1810043G02Rik",500725099,"10",67884,"RIKEN cDNA 1810043G02 gene"
"1810043H04Rik",500728904,"11",208501,"RIKEN cDNA 1810043H04 gene"
"1810044D09Rik",500714818,"6",69798,"RIKEN cDNA 1810044D09 gene"
"1810046K07Rik",500722681,"9",69809,"RIKEN cDNA 1810046K07 gene"
"1810049I09Rik",500717792,"7",75601,"RIKEN cDNA 1810049I09 gene"
"1810053B23Rik",500738118,"16",69857,"RIKEN cDNA 1810053B23 gene"
"1810055G02Rik",500741511,"19",72056,"RIKEN cDNA 1810055G02 gene"
"1810058I24Rik",500713594,"6",67705,"RIKEN cDNA 1810058I24 gene"
"1810062G17Rik",500706199,"3",72282,"RIKEN cDNA 1810062G17 gene"
"1810062O18Rik",500733347,"14",75602,"RIKEN cDNA 1810062O18 gene"
"1810063I02Rik",500727120,"11",69854,"RIKEN cDNA 1810063I02 gene"
"1810064F22Rik",500722086,"9",69862,"RIKEN cDNA 1810064F22 gene"
"1810065E05Rik",500727043,"11",69864,"RIKEN cDNA 1810065E05 gene"
"1810073O08Rik",500740118,"17",72285,"RIKEN cDNA 1810073O08 gene"
"2010001A14Rik",500727015,"11",76516,"RIKEN cDNA 2010001A14 gene"
"2010001E11Rik",500724522,"10",72045,"RIKEN cDNA 2010001E11 gene"
"2010001M07Rik",500722872,"9",69813,"RIKEN cDNA 2010001M07 gene"
"2010002M12Rik",500742301,"19",112419,"RIKEN cDNA 2010002M12 gene"
"2010003K11Rik",500741565,"19",69861,"RIKEN cDNA 2010003K11 gene"
"2010005H15Rik",500737481,"16",76770,"RIKEN cDNA 2010005H15 gene"
"2010009K17Rik",500705277,"2",72340,"RIKEN cDNA 2010009K17 gene"
"2010010A06Rik",500741315,"18",100503117,"RIKEN cDNA 2010010A06 gene"
"2010012O05Rik",500742582,"19",66439,"RIKEN cDNA 2010012O05 gene"
"2010016I18Rik",500707392,"3",69206,"RIKEN cDNA 2010016I18 gene"
"2010106C02Rik",500740163,"17",72104,"RIKEN cDNA 2010106C02 gene"
"2010106E10Rik",500744386,"X",67715,"RIKEN cDNA 2010106E10 gene"
"2010107E04Rik",500730642,"12",70257,"RIKEN cDNA 2010107E04 gene"
"2010107G12Rik",500713590,"6",243753,"RIKEN cDNA 2010107G12 gene"
"2010107G23Rik",500724810,"10",69894,"RIKEN cDNA 2010107G23 gene"
"2010109A12Rik",500711855,"5",75610,"RIKEN cDNA 2010109A12 gene"
"2010109I03Rik",500735897,"15",67038,"RIKEN cDNA 2010109I03 gene"
"2010110K18Rik",500740628,"18",100503082,"RIKEN cDNA 2010110K18 gene"
"2010111I01Rik",500732182,"13",72061,"RIKEN cDNA 2010111I01 gene"
"2010203P06Rik",500732027,"13",66547,"RIKEN cDNA 2010203P06 gene"
"2010204K13Rik",500742868,"X",68355,"RIKEN cDNA 2010204K13 gene"
"2010300C02Rik",500700052,"1",72097,"RIKEN cDNA 2010300C02 gene"
"2010300F17Rik",500728150,"11",69884,"RIKEN cDNA 2010300F17 gene"
"2010308F09Rik",500743029,"X",72122,"RIKEN cDNA 2010308F09 gene"
"2010310C07Rik",500713782,"6",72131,"RIKEN cDNA 2010310C07 gene"
"2010315B03Rik",500724078,"9",630836,"RIKEN cDNA 2010315B03 gene"
"2010320M18Rik",500720586,"8",72093,"RIKEN cDNA 2010320M18 gene"
"2010320O07Rik",500740787,"18",69881,"RIKEN cDNA 2010320O07 gene"
"2200002D01Rik",500716905,"7",72275,"RIKEN cDNA 2200002D01 gene"
"2200002J24Rik",500716985,"7",69147,"RIKEN cDNA 2200002J24 gene"
"2210008F06Rik",500727680,"11",70057,"RIKEN cDNA 2210008F06 gene"
"2210010C04Rik",500713691,"6",67373,"RIKEN cDNA 2210010C04 gene"
"2210011C24Rik",500720830,"8",70134,"RIKEN cDNA 2210011C24 gene"
"2210011K15Rik",500701164,"1",72365,"RIKEN cDNA 2210011K15 gene"
"2210013O21Rik",500744879,"X",70123,"RIKEN cDNA 2210013O21 gene"
"2210015D19Rik",500726287,"11",76508,"RIKEN cDNA 2210015D19 gene"
"2210016F16Rik",500732056,"13",70153,"RIKEN cDNA 2210016F16 gene"
"2210016L21Rik",500712343,"5",72357,"RIKEN cDNA 2210016L21 gene"
"2210018M11Rik",500718268,"7",233545,"RIKEN cDNA 2210018M11 gene"
"2210019I11Rik",500713130,"5",70147,"RIKEN cDNA 2210019I11 gene"
"2210039B01Rik",500729873,"12",73644,"RIKEN cDNA 2210039B01 gene"
"2210404E10Rik",500741859,"19",72305,"RIKEN cDNA 2210404E10 gene"
"2210404O09Rik",500738619,"17",70081,"RIKEN cDNA 2210404O09 gene"
"2210406O10Rik",500711267,"5",76710,"RIKEN cDNA 2210406O10 gene"
"2210407C18Rik",500727058,"11",78354,"RIKEN cDNA 2210407C18 gene"
"2210408F21Rik",500713540,"6",73652,"RIKEN cDNA 2210408F21 gene"
"2210408I21Rik",500732497,"13",72371,"RIKEN cDNA 2210408I21 gene"
"2210409D07Rik",500741037,"18",70157,"RIKEN cDNA 2210409D07 gene"
"2210409E12Rik",500728002,"11",72381,"RIKEN cDNA 2210409E12 gene"
"2210414B05Rik",500708099,"4",70143,"RIKEN cDNA 2210414B05 gene"
"2210416O15Rik",500727985,"11",70393,"RIKEN cDNA 2210416O15 gene"
"2210417A02Rik",500713161,"5",70138,"RIKEN cDNA 2210417A02 gene"
"2210420H20Rik",500741424,"18",76961,"RIKEN cDNA 2210420H20 gene"
"2300002M23Rik",500739256,"17",69542,"RIKEN cDNA 2300002M23 gene"
"2300003K06Rik",500728310,"11",100502865,"RIKEN cDNA 2300003K06 gene"
"2300005B03Rik",500735886,"15",69462,"RIKEN cDNA 2300005B03 gene"
"2300009A05Rik",500722942,"9",69478,"RIKEN cDNA 2300009A05 gene"
"2310001H17Rik",500715430,"6",76432,"RIKEN cDNA 2310001H17 gene"
"2310001K24Rik",500705349,"2",69517,"RIKEN cDNA 2310001K24 gene"
"2310002D06Rik",500729980,"12",69522,"RIKEN cDNA 2310002D06 gene"
"2310002F09Rik",500717334,"7",100504720,"RIKEN cDNA 2310002F09 gene"
"2310002L09Rik",500708979,"4",71886,"RIKEN cDNA 2310002L09 gene"
"2310003H01Rik",500728918,"11",71885,"RIKEN cDNA 2310003H01 gene"
"2310003N18Rik",500722639,"9",71873,"RIKEN cDNA 2310003N18 gene"
"2310005A03Rik",500705177,"2",100504268,"RIKEN cDNA 2310005A03 gene"
"2310005E17Rik",500732717,"13",70090,"RIKEN cDNA 2310005E17 gene"
"2310007B03Rik",500700935,"1",71874,"RIKEN cDNA 2310007B03 gene"
"2310007L24Rik",500728579,"11",75573,"RIKEN cDNA 2310007L24 gene"
"2310008N11Rik",500720030,"8",72316,"RIKEN cDNA 2310008N11 gene"
"2310009A05Rik",500723141,"9",66364,"RIKEN cDNA 2310009A05 gene"
"2310009B15Rik",500701424,"1",69549,"RIKEN cDNA 2310009B15 gene"
"2310010J17Rik",500718186,"7",78329,"RIKEN cDNA 2310010J17 gene"
"2310011J03Rik",500725211,"10",66374,"RIKEN cDNA 2310011J03 gene"
"2310014F06Rik",500718805,"7",69625,"RIKEN cDNA 2310014F06 gene"
